Nombre de pieces;Nombre de chambres;Ascenseur;Cave;Gardien;prix;superficie;arrondissement
1.0;1;0;0;0;80000.0;9.0;0.053731
2.0;1;0;1;1;420000.0;39.0;0.019963
1.0;1;0;0;0;129000.0;14.0;0.020369
5.0;3;0;1;0;1290000.0;136.0;0.023671
2.0;1;1;1;0;410000.0;43.1;0.196009
1.0;1;0;1;0;255000.0;23.0;0.052894
2.0;1;0;0;0;294000.0;28.0;0.012957
3.0;1;1;1;0;499000.0;53.0;-0.001544
3.0;2;1;1;0;633000.0;50.3;0.016535
1.0;1;1;1;1;240000.0;22.0;0.052894
2.0;1;0;0;0;190000.0;30.0;-0.009978
2.0;1;0;1;0;493500.0;40.0;0.020369
2.0;1;1;0;0;670000.0;63.9;0.196009
4.0;3;1;1;0;1092000.0;103.9;0.014442
1.0;1;1;0;0;214000.0;14.2;0.052894
1.0;1;0;0;0;189000.0;16.0;0.019963
2.0;1;0;0;0;325500.0;50.0;-0.009978
5.0;3;1;1;0;1612000.0;129.3;0.016535
1.0;1;0;0;0;220000.0;21.0;0.048162
2.0;1;1;1;0;499000.0;69.0;0.020369
3.0;2;1;1;0;499000.0;69.0;0.020369
3.0;2;1;1;0;845000.0;93.6;0.052894
2.0;1;0;1;0;299000.0;26.5;0.053731
1.0;1;1;1;0;199000.0;25.3;-0.009978
1.0;1;1;0;0;80000.0;7.0;-0.011981
1.0;1;0;0;0;155000.0;13.0;0.052894
2.0;1;0;1;0;364000.0;39.0;0.019963
1.0;1;0;0;0;189000.0;17.0;0.020369
5.0;3;1;1;0;947600.0;113.0;-0.001544
3.0;2;1;1;0;520000.0;56.0;0.052894
3.0;1;1;1;1;499000.0;45.0;-0.011981
1.0;1;0;0;0;222600.0;20.0;0.023671
1.0;1;0;0;0;129600.0;12.0;0.023671
4.0;3;1;1;1;699000.0;80.0;0.052894
1.0;1;0;0;0;199000.0;18.0;0.020369
4.0;3;0;0;0;400000.0;80.0;-0.00142
5.0;3;1;1;1;1650000.0;114.0;0.196009
3.0;2;1;1;0;634400.0;68.0;0.053731
2.0;1;0;0;0;500000.0;37.0;0.196009
5.0;1;0;0;0;1350000.0;124.0;-0.00142
2.0;1;0;1;0;258000.0;28.0;0.014442
4.0;3;1;1;1;985000.0;86.0;-0.001544
1.0;1;0;1;1;229000.0;22.0;-0.001544
1.0;1;1;0;1;380000.0;21.0;0.081818
2.0;1;1;0;1;300000.0;30.0;0.019963
3.0;2;1;1;0;455000.0;53.0;-0.001544
3.0;2;0;1;0;405700.0;66.8;-0.00142
3.0;2;1;1;0;519000.0;51.2;0.052894
3.0;2;1;1;0;790000.0;78.0;0.020369
6.0;3;1;1;0;310.0;227.0;0.196009
1.0;1;1;1;0;455000.0;53.0;-0.001544
4.0;2;1;1;0;2180000.0;124.1;0.181532
1.0;1;0;0;0;180000.0;21.2;-0.011981
2.0;1;0;0;0;690000.0;40.0;0.11758
2.0;1;1;1;0;338000.0;35.3;-0.009978
3.0;2;1;0;0;899000.0;73.0;0.05245
1.0;1;1;1;0;352000.0;41.0;-0.011981
2.0;1;0;1;0;168000.0;21.0;-0.009978
2.0;1;0;0;0;546000.0;45.3;0.020369
1.0;1;0;0;0;45920.0;5.0;0.11758
3.0;2;1;0;0;495000.0;53.8;0.053731
1.0;1;1;1;0;339000.0;31.3;0.052894
2.0;1;0;0;1;395000.0;34.0;
4.0;2;1;1;1;798000.0;94.0;0.052894
4.0;3;1;1;0;820000.0;88.0;0.019963
7.0;5;1;1;1;5900000.0;320.0;0.11758
4.0;2;0;1;0;785000.0;70.0;0.016535
3.0;2;1;1;0;1285000.0;101.0;0.181532
2.0;1;0;1;0;220000.0;28.0;-0.009978
2.0;1;1;1;0;298000.0;33.9;0.052894
1.0;1;1;0;0;345000.0;29.0;0.019963
3.0;2;0;1;0;296000.0;42.5;-0.00142
2.0;1;0;1;0;299000.0;35.5;-0.009978
2.0;1;0;0;0;285000.0;30.0;0.014442
4.0;1;1;0;0;1038800.0;101.0;0.012957
2.0;1;1;1;0;399900.0;40.9;0.196009
1.0;1;0;0;0;167000.0;14.0;0.023671
2.0;1;0;0;0;335000.0;29.0;0.020369
2.0;1;0;1;0;291500.0;36.0;-0.009978
3.0;2;0;0;0;445000.0;58.0;-0.009978
1.0;1;1;0;0;367000.0;28.6;0.196009
1.0;1;1;1;0;256000.0;21.6;0.052894
2.0;1;0;0;0;499000.0;60.0;0.181532
3.0;2;1;1;1;508000.0;55.0;-0.009978
3.0;2;1;1;1;765000.0;64.5;0.053731
3.0;2;1;0;0;990000.0;75.0;0.196009
2.0;1;1;1;0;298000.0;34.9;-0.009978
1.0;1;0;0;0;195000.0;17.3;-0.009978
2.0;1;0;1;0;281000.0;30.0;-0.011981
1.0;1;0;0;0;222000.0;22.0;0.020369
1.0;1;1;1;1;250000.0;26.3;0.014442
2.0;1;0;1;0;279000.0;34.0;0.019963
2.0;1;0;1;0;450000.0;48.0;0.012957
1.0;1;1;1;0;350000.0;31.9;0.030025
3.0;2;1;0;0;766500.0;63.0;-0.00142
2.0;1;0;0;0;384800.0;41.4;-0.00142
1.0;1;0;0;0;95000.0;9.4;-0.011981
2.0;1;1;1;0;332000.0;35.0;-0.009978
2.0;1;1;1;1;450000.0;48.0;0.196009
3.0;1;1;1;1;500000.0;65.2;-0.00142
4.0;3;1;1;0;750000.0;93.0;0.012957
4.0;2;1;1;1;1575000.0;105.0;0.196009
2.0;1;0;0;1;890000.0;66.0;0.11758
2.0;1;1;0;0;590000.0;39.0;0.11758
5.0;3;1;1;0;2940000.0;159.9;0.11758
2.0;1;0;0;0;570000.0;43.0;0.016535
2.0;1;1;1;1;318000.0;50.0;-0.001544
2.0;1;1;1;1;473000.0;46.0;0.019963
1.0;1;0;0;0;102300.0;9.0;0.020369
2.0;1;1;1;1;779000.0;53.0;0.052894
2.0;1;1;1;0;535000.0;49.0;-0.00142
-1.0;1;0;1;0;190000.0;17.0;0.053731
1.0;1;0;0;0;118800.0;10.8;0.030506
1.0;1;0;0;0;337000.0;27.5;0.053731
3.0;2;0;1;0;579000.0;65.0;0.052894
2.0;1;1;1;0;598000.0;62.0;0.012957
2.0;1;0;0;0;375000.0;41.6;-0.009978
6.0;4;1;1;0;1980000.0;181.1;0.181532
2.0;1;0;1;0;430000.0;38.0;0.014442
2.0;1;0;1;0;585000.0;54.0;-0.011981
4.0;2;1;1;0;608000.0;76.0;0.053731
2.0;1;0;1;0;520000.0;40.0;0.016535
4.0;3;1;1;0;811000.0;77.2;0.196009
3.0;2;1;1;0;560000.0;57.0;-0.001544
3.0;2;1;1;0;550000.0;56.0;-0.001544
3.0;2;1;1;0;570000.0;56.0;-0.001544
1.0;1;1;0;0;364000.0;27.3;-0.00142
3.0;2;1;1;1;550000.0;55.0;0.052894
2.0;1;1;1;0;490000.0;46.0;-0.001544
2.0;1;0;0;0;325000.0;47.6;-0.011981
2.0;1;0;1;0;485000.0;45.4;0.016535
1.0;1;1;0;0;312000.0;21.9;0.196009
2.0;1;0;0;0;500000.0;33.5;0.081818
4.0;2;1;1;1;682000.0;71.0;0.019963
3.0;2;1;1;1;682000.0;71.0;0.019963
3.0;2;0;1;0;450000.0;57.0;-0.009978
2.0;1;1;0;0;640000.0;52.4;0.052894
1.0;1;0;1;0;170000.0;15.0;0.019963
3.0;2;1;0;0;860000.0;70.3;0.023671
2.0;1;1;1;0;580000.0;46.5;0.196009
2.0;1;0;1;0;333000.0;43.0;-0.011981
4.0;3;1;1;0;489000.0;85.9;-0.00142
3.0;2;0;0;0;329000.0;60.0;-0.011981
5.0;3;1;1;1;1360000.0;133.0;0.196009
4.0;2;1;1;1;1100000.0;97.0;0.052894
2.0;1;0;0;0;515000.0;57.0;0.012957
3.0;1;0;0;0;515000.0;57.0;0.012957
1.0;1;0;0;0;209000.0;18.0;0.020369
7.0;5;1;1;1;1080000.0;150.0;0.052894
3.0;2;1;0;1;1130000.0;74.0;0.081818
3.0;2;1;1;0;1380000.0;119.8;0.196009
3.0;1;0;0;0;505000.0;56.0;0.052894
2.0;1;0;1;0;270000.0;34.0;-0.009978
1.0;1;1;1;0;220000.0;15.9;0.016535
2.0;1;1;1;0;291000.0;37.2;-0.00142
3.0;2;0;1;0;395000.0;44.4;0.053731
1.0;1;1;0;0;210000.0;14.3;0.196009
2.0;1;1;1;0;430000.0;39.6;0.196009
2.0;1;1;0;0;400000.0;37.0;0.020369
1.0;1;1;1;0;280000.0;18.0;0.05245
3.0;2;1;1;1;670000.0;64.0;0.014442
4.0;3;1;0;1;735000.0;71.0;-0.001544
1.0;1;0;0;0;195000.0;21.1;-0.001544
1.0;1;1;1;0;465000.0;36.7;0.052894
3.0;2;0;1;0;695000.0;79.4;0.012957
3.0;1;1;1;1;645000.0;65.0;0.019963
1.0;1;0;0;1;252500.0;18.0;0.11758
2.0;1;0;1;0;355000.0;39.0;0.052894
2.0;1;0;0;0;424000.0;31.0;0.016535
3.0;2;0;1;0;490000.0;51.0;-0.00142
2.0;1;1;0;0;505000.0;56.9;-0.009978
3.0;2;1;0;0;677500.0;85.0;0.052894
4.0;3;1;1;1;1195000.0;104.0;0.019963
1.0;1;1;1;0;165000.0;14.0;0.023671
3.0;2;1;1;0;445000.0;40.0;0.014442
2.0;1;0;0;0;609000.0;52.0;0.016535
2.0;1;1;1;0;420000.0;49.0;-0.001544
4.0;3;0;1;0;850000.0;114.0;-0.001544
5.0;4;0;1;0;850000.0;114.0;-0.001544
2.0;1;0;1;0;523940.0;61.5;-0.009978
4.0;3;0;1;0;1100719.0;112.1;0.053731
3.0;2;0;1;0;430000.0;48.0;-0.011981
4.0;3;1;0;0;934000.0;81.0;-0.00142
5.0;4;1;1;0;1460000.0;131.0;0.196009
1.0;1;0;0;0;75000.0;-1.0;0.016535
4.0;2;1;1;1;599000.0;87.0;-0.001544
2.0;1;1;0;0;355000.0;44.0;-0.009978
3.0;2;0;1;1;541800.0;61.0;0.053731
2.0;1;1;1;1;599000.0;60.6;0.052894
1.0;1;1;0;0;327000.0;25.0;0.016535
3.0;2;1;1;0;698000.0;59.0;0.081818
3.0;1;0;1;1;495000.0;45.0;0.196009
3.0;2;0;1;0;420000.0;67.2;-0.00142
2.0;1;1;1;0;535000.0;54.2;0.052894
3.0;1;1;1;1;595000.0;62.0;0.053731
3.0;3;1;1;1;1148000.0;66.0;0.196009
2.0;1;1;1;1;296400.0;43.5;0.014442
6.0;4;0;1;0;2300000.0;254.0;0.014442
1.0;1;0;0;0;219000.0;21.0;0.030506
3.0;1;1;0;0;680000.0;80.0;0.052894
1.0;1;0;0;1;252500.0;18.0;0.11758
6.0;4;0;1;0;1298000.0;105.0;0.053731
3.0;2;1;0;0;2150000.0;91.8;0.11758
5.0;3;1;0;0;1050000.0;112.0;0.012957
5.0;4;0;0;0;735000.0;82.6;0.012957
2.0;1;0;0;0;299000.0;29.0;0.020369
3.0;2;0;0;0;449000.0;48.0;0.014442
1.0;1;1;1;0;275000.0;34.0;0.052894
1.0;1;0;0;0;339000.0;21.0;0.081818
3.0;2;1;0;0;545000.0;56.3;0.052894
2.0;1;0;0;0;190000.0;27.0;-0.009978
5.0;4;1;1;0;1700000.0;165.0;0.016535
1.0;1;1;1;0;225000.0;21.0;0.014442
3.0;2;0;1;0;500000.0;48.6;-0.011981
1.0;1;0;0;0;232000.0;23.0;0.019963
3.0;2;1;1;1;795000.0;90.0;-0.00142
2.0;1;1;1;0;595000.0;51.3;0.196009
2.0;1;1;1;0;420000.0;48.0;0.052894
2.0;1;0;0;0;269000.0;24.0;0.030506
1.0;1;0;1;0;264000.0;28.0;0.052894
2.0;1;1;0;0;375000.0;35.0;0.020369
4.0;3;1;1;0;399000.0;59.7;-0.011981
2.0;1;0;1;0;305000.0;35.0;-0.001544
2.0;1;0;0;0;619000.0;43.0;0.181532
2.0;1;0;1;0;435000.0;41.0;0.053731
3.0;2;1;1;1;1130000.0;74.0;0.081818
2.0;1;0;1;1;470000.0;42.0;0.020369
3.0;1;0;0;0;620000.0;70.0;0.020369
2.0;1;0;0;0;265000.0;28.0;-0.001544
7.0;4;1;0;0;1075000.0;134.0;0.020369
2.0;1;0;0;0;530000.0;40.3;0.020369
2.0;1;1;1;0;346500.0;43.0;0.014442
2.0;1;0;0;0;315000.0;36.6;-0.011981
1.0;1;1;1;1;420000.0;33.0;-0.011981
3.0;2;0;0;0;479000.0;63.0;0.020369
2.0;1;1;1;1;380000.0;37.0;0.014442
3.0;2;1;1;0;520000.0;52.0;0.052894
1.0;1;1;0;0;63000.0;6.9;0.012957
1.0;1;1;0;0;180000.0;11.0;0.053731
3.0;2;1;0;1;695000.0;68.0;-0.009978
2.0;1;1;1;1;486316.0;44.0;0.052894
2.0;1;1;1;0;549000.0;39.0;0.016535
2.0;1;0;1;0;370000.0;39.0;-0.011981
2.0;1;0;1;0;225000.0;28.0;-0.011981
1.0;1;1;0;0;235000.0;23.0;0.052894
1.0;1;0;0;0;330000.0;31.0;-0.00142
5.0;4;0;1;0;3425000.0;195.0;0.052894
3.0;1;0;1;0;447000.0;50.0;0.019963
5.0;4;1;0;1;1499000.0;142.5;0.053731
2.0;1;0;0;0;295000.0;26.0;-0.011981
4.0;2;1;0;0;507000.0;74.3;-0.009978
1.0;1;1;1;0;260000.0;31.1;0.052894
1.0;1;0;1;0;180000.0;24.0;-0.011981
2.0;1;1;1;0;385000.0;40.0;-0.009978
4.0;3;1;0;0;1999000.0;115.0;0.11758
4.0;2;1;1;1;853000.0;101.0;-0.00142
1.0;1;0;0;0;280000.0;30.0;0.052894
4.0;2;0;1;0;829000.0;77.3;0.012957
2.0;1;0;0;0;499000.0;42.0;0.016535
2.0;1;0;1;0;349000.0;38.0;0.052894
4.0;2;1;1;1;1399000.0;105.0;0.052894
5.0;3;1;1;0;1199500.0;105.0;-0.00142
4.0;3;0;0;0;635000.0;69.0;0.052894
2.0;1;0;1;0;375000.0;32.0;0.052894
3.0;2;1;1;0;556500.0;53.0;0.052894
1.0;1;1;1;0;446500.0;43.0;0.052894
1.0;1;0;0;0;324000.0;30.0;0.052894
2.0;1;0;0;0;363000.0;34.5;0.048162
2.0;1;0;0;0;295000.0;39.0;-0.011981
2.0;1;1;1;1;388000.0;45.0;0.019963
2.0;1;0;0;0;330000.0;30.0;-0.011981
3.0;2;1;1;0;610000.0;46.0;-0.011981
1.0;1;1;0;0;100000.0;9.0;0.053731
2.0;1;0;1;0;299000.0;30.0;0.019963
4.0;2;1;1;0;745000.0;82.1;0.016535
1.0;1;1;1;0;446500.0;43.0;0.052894
2.0;1;1;1;1;579000.0;56.0;-0.00142
3.0;2;1;1;0;645000.0;54.9;-0.011981
2.0;1;0;0;0;450000.0;38.0;0.048162
2.0;1;0;1;0;325000.0;33.5;0.014442
2.0;1;0;0;0;195000.0;14.0;-0.001544
1.0;1;0;0;0;310000.0;33.5;
1.0;1;1;0;0;545000.0;38.0;0.081818
3.0;2;1;1;0;490000.0;68.1;0.052894
1.0;1;0;0;0;110000.0;7.5;0.11758
3.0;2;1;0;1;575000.0;55.0;0.052894
5.0;3;1;1;0;950000.0;117.0;0.012957
3.0;1;0;0;0;450000.0;49.0;-0.009978
1.0;1;0;0;0;324000.0;21.0;0.052894
3.0;2;0;1;0;440000.0;47.0;-0.011981
2.0;1;1;1;1;520000.0;47.0;0.052894
2.0;1;0;0;0;230000.0;32.6;-0.009978
1.0;1;1;1;1;185000.0;17.4;0.196009
5.0;3;1;1;0;173.0;110.0;0.048162
4.0;2;1;0;0;507000.0;74.3;-0.009978
3.0;2;1;0;0;796000.0;62.9;-0.00142
3.0;2;1;0;0;883000.0;71.7;-0.00142
1.0;1;0;0;1;155000.0;16.6;-0.011981
2.0;1;0;1;0;265000.0;32.0;-0.009978
1.0;1;1;0;0;365000.0;32.0;-0.011981
3.0;1;0;1;0;550000.0;49.0;0.020369
1.0;1;1;1;0;380000.0;23.3;0.11758
2.0;1;1;1;0;740000.0;50.0;0.081818
2.0;1;1;1;1;848000.0;65.0;
4.0;3;1;1;1;679000.0;101.2;-0.009978
1.0;1;0;0;0;65000.0;7.0;0.014442
3.0;2;0;1;0;473000.0;56.0;-0.001544
2.0;1;0;1;0;267000.0;36.4;-0.011981
3.0;2;0;1;0;335000.0;45.3;-0.011981
2.0;1;0;0;0;215000.0;24.0;-0.009978
4.0;1;0;0;0;698000.0;72.0;-0.009978
4.0;3;0;1;0;1260000.0;87.0;
3.0;2;1;0;0;935000.0;64.0;0.012957
1.0;1;0;0;0;215000.0;22.0;0.016535
3.0;2;1;1;0;770000.0;73.0;0.052894
2.0;1;0;1;0;365000.0;43.0;-0.00142
4.0;2;0;0;1;745000.0;82.1;0.016535
3.0;2;1;0;0;534000.0;74.0;-0.00142
5.0;3;0;1;1;1670000.0;162.0;0.196009
1.0;1;0;0;0;143000.0;13.1;0.081818
2.0;1;0;0;0;379000.0;42.0;-0.009978
2.0;1;1;0;0;896700.0;62.0;0.053731
3.0;2;0;0;0;985000.0;75.0;0.05245
2.0;1;1;1;0;595000.0;62.0;0.053731
2.0;1;0;0;1;370000.0;37.5;0.023671
1.0;1;1;0;0;185000.0;18.0;-0.001544
4.0;3;0;1;0;1020000.0;90.0;-0.011981
3.0;2;0;1;0;630000.0;55.0;0.030506
5.0;4;1;0;0;2690000.0;155.0;0.11758
6.0;2;1;0;0;4500000.0;230.0;0.196009
1.0;1;0;1;0;288750.0;27.0;-0.011981
1.0;1;0;0;1;253000.0;24.0;0.020369
2.0;1;0;1;0;285000.0;38.0;-0.001544
1.0;1;0;0;0;180000.0;15.0;0.012957
3.0;2;1;1;0;630000.0;52.0;-0.011981
2.0;1;0;0;0;326500.0;40.0;0.052894
2.0;1;0;1;0;275000.0;35.0;-0.001544
2.0;1;0;0;1;624000.0;53.0;0.023671
2.0;1;0;0;0;250000.0;37.0;-0.011981
1.0;1;1;0;0;155000.0;16.0;-0.00142
4.0;2;1;1;1;950000.0;110.0;0.052894
5.0;3;1;1;1;1120000.0;122.0;-0.011981
1.0;1;1;0;0;163000.0;21.0;0.053731
6.0;4;1;1;0;1850000.0;147.0;0.081818
1.0;1;1;0;1;135000.0;11.0;-0.001544
3.0;2;0;0;0;848000.0;72.0;-0.00142
2.0;1;1;1;0;390000.0;39.0;-0.00142
3.0;2;1;1;0;735000.0;69.0;-0.00142
3.0;2;1;1;0;808000.0;72.0;-0.00142
4.0;3;1;1;0;875000.0;82.0;-0.00142
2.0;2;1;1;0;365000.0;39.0;-0.009978
3.0;2;1;1;0;365000.0;39.0;-0.009978
2.0;1;1;1;0;340000.0;31.0;0.196009
1.0;1;0;0;0;267000.0;23.0;0.019963
6.0;4;0;1;0;1850000.0;147.0;0.019963
3.0;2;0;1;0;732000.0;74.0;0.023671
2.0;1;1;1;1;395000.0;48.5;0.052894
2.0;1;1;1;0;770000.0;55.9;0.196009
1.0;1;0;1;1;189000.0;18.0;-0.00142
1.0;1;1;0;0;282000.0;27.0;0.052894
4.0;3;1;1;0;724000.0;82.7;-0.001544
3.0;2;1;1;1;1095000.0;95.0;0.11758
2.0;1;0;1;0;290000.0;30.2;0.053731
4.0;3;1;1;0;825000.0;88.0;-0.009978
1.0;1;1;1;0;250000.0;22.0;0.020369
1.0;1;1;0;0;399000.0;29.0;0.030506
1.0;1;0;0;0;117000.0;9.0;0.014442
1.0;1;1;0;1;137800.0;11.0;0.020369
2.0;1;0;0;0;380000.0;45.3;-0.011981
3.0;2;1;1;0;735000.0;50.3;0.053731
1.0;1;1;0;1;299500.0;30.0;0.052894
1.0;1;1;0;0;199500.0;17.4;0.181532
3.0;2;0;1;0;478400.0;53.0;-0.00142
2.0;1;0;0;0;270000.0;34.0;0.019963
2.0;1;0;0;0;310000.0;26.0;0.016535
3.0;2;0;1;1;499000.0;66.7;-0.00142
1.0;1;1;0;0;200000.0;18.1;0.020369
4.0;3;1;1;1;945000.0;101.0;0.052894
1.0;1;0;1;0;260000.0;28.8;-0.009978
2.0;1;0;0;0;395000.0;29.0;0.081818
2.0;1;0;0;0;229000.0;26.0;-0.001544
1.0;1;0;0;1;189150.0;20.0;0.023671
3.0;2;0;1;0;725000.0;71.0;0.023671
3.0;2;1;1;0;810000.0;70.0;-0.011981
4.0;3;1;1;1;950000.0;78.0;0.019963
2.0;1;1;0;1;650000.0;53.6;-0.011981
1.0;1;1;0;0;329000.0;25.0;0.016535
3.0;2;0;1;0;545000.0;49.9;0.052894
2.0;1;0;0;0;360000.0;26.6;0.030506
1.0;1;1;0;1;93170.0;17.5;-0.009978
2.0;1;1;0;0;365000.0;36.0;0.052894
3.0;2;0;1;0;995000.0;85.0;0.048162
1.0;1;0;1;0;287500.0;23.0;0.053731
1.0;1;1;0;0;252000.0;26.0;0.052894
1.0;1;0;0;0;140000.0;12.2;0.030025
1.0;1;0;0;0;309900.0;22.3;0.05245
5.0;4;0;0;0;789000.0;90.0;-0.001544
2.0;1;0;0;0;325000.0;28.0;-0.009978
3.0;2;1;1;0;706000.0;65.6;-0.011981
-1.0;1;1;1;0;633360.0;73.0;-0.00142
3.0;1;0;1;0;490000.0;52.5;0.019963
2.0;1;1;1;0;399000.0;43.0;-0.011981
3.0;2;1;1;0;880000.0;84.0;-0.009978
2.0;1;0;0;0;599000.0;50.0;0.014442
2.0;1;1;1;1;470000.0;50.0;0.196009
5.0;3;0;0;1;2080000.0;194.0;-0.001544
1.0;1;0;0;1;342000.0;23.0;0.081818
1.0;1;1;1;1;380000.0;34.0;0.020369
3.0;2;0;1;1;650000.0;71.0;0.019963
3.0;2;0;0;0;580000.0;64.0;0.012957
1.0;1;0;0;0;321000.0;26.1;0.053731
2.0;1;1;1;1;440000.0;39.0;0.052894
2.0;1;1;1;0;395000.0;43.0;-0.00142
2.0;1;1;1;1;504000.0;43.6;0.052894
1.0;1;0;0;0;215500.0;24.0;0.020369
3.0;2;1;0;1;600000.0;67.0;0.019963
1.0;1;0;0;0;77000.0;8.0;0.019963
3.0;2;1;1;0;560000.0;59.0;-0.001544
3.0;2;1;1;0;650000.0;62.0;0.196009
2.0;1;0;0;0;425000.0;45.0;-0.009978
3.0;1;1;1;1;498000.0;53.0;0.196009
4.0;2;0;0;0;1000000.0;125.0;-0.009978
2.0;1;0;0;0;529240.0;44.6;0.016535
3.0;2;1;0;0;375000.0;47.7;0.019963
4.0;1;0;0;0;840000.0;93.0;0.020369
1.0;1;1;0;0;281000.0;18.0;0.081818
2.0;1;1;1;0;385350.0;52.0;0.014442
1.0;1;1;0;0;110000.0;10.0;0.052894
3.0;1;0;0;0;550000.0;89.0;-0.011981
1.0;1;1;0;0;215000.0;14.7;0.081818
4.0;2;0;0;0;698000.0;73.0;0.016535
4.0;2;1;1;1;572000.0;80.0;-0.001544
4.0;3;1;1;1;572000.0;80.0;-0.001544
3.0;2;1;0;0;598000.0;78.0;-0.001544
3.0;2;1;1;1;950000.0;97.0;0.020369
2.0;1;0;0;0;428000.0;39.0;0.052894
2.0;1;0;0;1;665000.0;68.2;0.196009
2.0;1;0;0;0;595000.0;44.2;0.081818
1.0;1;1;0;1;152000.0;21.6;-0.001544
1.0;1;1;1;1;441000.0;36.0;0.053731
1.0;1;0;0;0;118000.0;9.1;0.196009
7.0;3;0;0;0;3796000.0;197.0;0.030025
1.0;1;0;1;0;169000.0;19.0;-0.001544
1.0;1;1;0;0;365000.0;28.0;0.053731
1.0;1;0;0;0;140000.0;19.0;0.053731
2.0;1;1;1;1;638000.0;44.0;0.11758
8.0;5;1;1;0;4530000.0;290.0;0.181532
2.0;1;1;0;1;269000.0;37.5;-0.001544
8.0;5;1;1;1;3400000.0;208.0;0.081818
3.0;2;1;1;0;500000.0;46.0;0.019963
2.0;1;1;1;0;506000.0;51.0;0.019963
4.0;3;1;1;0;1298500.0;102.3;0.053731
2.0;1;0;0;0;298700.0;27.0;-0.011981
4.0;2;1;1;1;1560000.0;111.0;-0.011981
3.0;2;0;0;0;425000.0;53.0;0.012957
2.0;1;0;1;0;395000.0;41.7;0.014442
2.0;1;0;1;0;780000.0;102.4;0.012957
1.0;1;1;0;1;82500.0;9.0;0.019963
1.0;1;1;0;1;335000.0;30.0;0.012957
2.0;1;1;0;0;530000.0;49.2;0.053731
1.0;1;0;0;0;140000.0;13.0;0.052894
1.0;1;1;1;1;350000.0;35.0;0.053731
3.0;2;0;1;0;359000.0;41.2;0.053731
1.0;1;0;1;0;184000.0;16.0;0.020369
1.0;1;0;0;0;95000.0;8.0;0.053731
2.0;1;0;1;1;472500.0;53.0;0.014442
1.0;1;0;0;0;150000.0;13.0;0.052894
2.0;1;0;1;0;480000.0;38.0;0.016535
4.0;3;1;1;0;596850.0;88.5;-0.011981
4.0;3;0;1;0;1470900.0;100.0;0.014442
4.0;3;0;0;0;1395000.0;99.0;-0.001544
4.0;3;0;0;0;910000.0;81.0;-0.00142
2.0;1;0;1;0;560000.0;50.0;0.019963
3.0;2;0;0;0;795000.0;67.0;0.020369
1.0;1;1;0;0;113000.0;13.2;0.014442
2.0;1;0;1;1;700000.0;63.0;0.181532
2.0;1;1;0;0;420000.0;40.0;-0.009978
3.0;2;1;0;0;520000.0;50.0;-0.009978
1.0;1;0;1;0;390000.0;29.0;0.196009
3.0;1;0;0;0;1339000.0;80.0;0.081818
5.0;4;1;0;0;4870000.0;207.0;0.196009
4.0;3;0;1;1;1200000.0;108.0;0.196009
4.0;2;1;1;0;766500.0;74.0;0.052894
1.0;1;0;1;0;250000.0;29.0;0.053731
2.0;1;0;1;0;175100.0;18.0;0.012957
3.0;2;1;1;0;480000.0;60.0;-0.001544
2.0;1;1;0;0;525000.0;44.0;-0.009978
2.0;1;1;0;0;398000.0;36.0;0.196009
3.0;2;1;1;1;412000.0;67.5;-0.009978
4.0;3;1;1;1;1200000.0;74.0;0.05245
4.0;3;1;1;1;1200000.0;74.0;0.030506
4.0;2;0;1;0;325000.0;54.0;-0.00142
3.0;2;0;0;0;699500.0;67.0;0.052894
1.0;1;0;0;1;230000.0;19.0;0.019963
2.0;1;1;0;1;420000.0;50.0;0.196009
6.0;4;1;1;1;1500000.0;137.0;0.053731
3.0;1;1;0;0;1100000.0;82.4;-0.001544
2.0;1;1;0;0;566000.0;49.1;-0.00142
2.0;1;0;1;0;560000.0;50.0;0.019963
3.0;2;0;1;0;680000.0;72.0;0.053731
1.0;1;0;0;0;200000.0;18.8;-0.001544
-1.0;1;1;0;1;101900.0;6.5;0.11758
1.0;1;1;0;0;369000.0;25.4;0.030506
1.0;1;0;0;0;190000.0;18.0;0.053731
1.0;1;0;0;0;186000.0;15.0;0.020369
2.0;1;0;0;0;500000.0;43.1;0.052894
2.0;1;0;0;0;557000.0;42.0;0.020369
2.0;1;1;0;1;430000.0;34.0;0.196009
3.0;2;1;1;0;375000.0;50.0;-0.009978
1.0;1;0;0;0;129000.0;10.5;0.014442
3.0;2;1;0;0;640500.0;66.9;0.019963
5.0;4;1;0;0;1599000.0;121.0;0.052894
1.0;1;0;0;0;265000.0;27.0;-0.00142
2.0;1;0;0;0;260000.0;28.0;-0.009978
1.0;1;0;0;0;265000.0;29.0;0.012957
2.0;1;0;1;0;315000.0;43.0;0.052894
2.0;1;0;0;1;650000.0;48.0;0.081818
4.0;3;1;0;0;992000.0;104.0;-0.009978
5.0;4;1;0;0;1870000.0;131.0;0.11758
4.0;3;1;0;0;3400000.0;178.0;0.196009
3.0;1;0;0;0;572000.0;46.0;0.019963
2.0;1;0;1;0;399000.0;45.0;0.014442
3.0;1;0;1;0;620000.0;45.0;0.016535
3.0;2;0;1;0;570000.0;62.3;0.012957
1.0;1;1;1;0;276000.0;28.0;0.019963
3.0;2;1;1;0;480000.0;60.0;-0.001544
3.0;2;1;0;0;800000.0;82.0;0.019963
6.0;5;0;1;0;2295000.0;180.7;0.11758
