Prix;Arrondissement;Nombre de pieces;Nombre de chambres;Superficie;Superficie salon (m²);Etage;Nombre d'etages;Balcon;Ascenseur;Parking;Cave;Accessible_mobilité_réduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis à vis;Calme;Charge annuelles;Exposition;DPE;GES
259 000 €;Bry-sur-Marne (94360);2.0;1;46 m²;;4;4.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 680 €/an;;C;C
935 000 €;Charenton-le-Pont (94220);5.0;3;114 m²;;2ème;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;;
270 000 €;Charenton-le-Pont (94220);2.0;1;32,2 m²;;1;2.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;1 200 €/an;;F;C
349 900 €;Nogent-sur-Marne (94130);3.0;2;65 m²;;4;5.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;4 800 €/an;;D;D
669 000 €;Saint-Maur-des-Fossés (94100);6.0;2;202,4 m²;;RDC;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;;;;
294 000 €;L'Haÿ-les-Roses (94240);3.0;2;62,5 m²;;3;1.0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;2 308 €/an;;D;D
518 000 €;Choisy-le-Roi (94600);5.0;3;147 m²;;RDC/2;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;2 160 €/an;Sud-ouest;C;C
359 000 €;Maisons-Alfort (94700);3.0;2;55 m²;20.0;1;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;2 320 €/an;;B;B
310 000 €;Créteil (94000);3.0;2;63,5 m²;;1;4.0;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;D;B
268 500 €;Le Perreux-sur-Marne (94170);2.0;1;44,2 m²;17.0;2;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 079 €/an;Sud-est;D;B
196 000 €;Rungis (94150);3.0;2;56 m²;;3;4.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 472 €/an;Sud;D;C
179 999 €;Villecresnes (94440);3.0;2;55 m²;;RDC/1;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;;;D;B
399 000 €;Cachan (94230);4.0;2;84 m²;;5;3.0;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 500 €/an;;E;E
1 071 000 €;Saint Maur des Fosses (94100);5.0;4;124 m²;42.8;4;4.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;4 440 €/an;;A;A
335 000 €;Alfortville (94140);2.0;1;46 m²;22.0;2;3.0;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;1 320 €/an;;C;C
165 000 €;Alfortville (94140);1.0;1;22 m²;;3;4.0;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;1 200 €/an;Ouest;E;D
279 000 €;Maisons-Alfort (94700);3.0;2;56 m²;;2;4.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;2 568 €/an;;E;E
210 000 €;Champigny sur Marne (94500);3.0;2;60 m²;18.0;2;2.0;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 596 €/an;;D;D
430 000 €;Saint-Maur-des-Fossés (94100);3.0;2;74 m²;;3;1.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;4 200 €/an;Sud;E;E
229 000 €;Alfortville (94140);2.0;1;39,7 m²;25.0;2;3.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;1 264,16 €/an;;E;B
399 500 €;Bagnolet (93170);4.0;2;64 m²;;3ème;;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;;
499 000 €;Joinville-le-Pont (94340);4.0;3;90 m²;25.0;3;4.0;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;3 264 €/an;Sud-ouest;C;A
450 000 €;Fontenay-sous-Bois (94120);3.0;2;74 m²;32.0;1;2.0;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;1 968 €/an;;C;C
172 000 €;Chennevières-sur-Marne (94430);1.0;1;37 m²;28.0;3;3.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 200 €/an;Nord;C;C
449 000 €;Joinville le Pont (94340);5.0;4;91 m²;18.0;4;6.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;4 680 €/an;Est;D;D
460 000 €;Maisons-Alfort (94700);4.0;3;91,9 m²;21.0;3;10.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;5 320 €/an;Sud-est;D;D
680 000 €;Maisons-Alfort (94700);4.0;3;105 m²;;5;5.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;Sud-ouest;D;D
329 000 €;Maisons-Alfort (94700);3.0;2;61 m²;21.0;6;7.0;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;2 319,96 €/an;;D;A
247 000 €;Choisy-le-Roi (94600);3.0;2;65,5 m²;31.8;4ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;2 096 €/an;Ouest;C;C
610 000 €;Charenton-le-Pont (94220);3.0;2;58 m²;;4;4.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;;;D;B
277 000 €;Chevilly-Larue (94550);3.0;2;66 m²;25.0;3;3.0;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;1 836 €/an;Ouest;G;C
249 000 €;Champigny-sur-Marne (94500);3.0;2;71 m²;;6;7.0;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;2 800 €/an;;D;D
445 000 €;Le Perreux-sur-Marne (94170);3.0;2;60 m²;;1;2.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 116 €/an;;C;A
299 000 €;Créteil (94000);3.0;2;58 m²;13.0;2;4.0;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;2 280 €/an;;C;C
360 000 €;Choisy-le-Roi (94600);4.0;3;86 m²;;1;1.0;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;3 260 €/an;;C;A
200 000 €;Chennevières-sur-Marne (94430);3.0;2;61 m²;18.0;1;4.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;3 960 €/an;Ouest;D;D
244 000 €;Limeil-Brevannes (94450);3.0;2;75 m²;;2ème;;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;1 600 €/an;;C;C
272 000 €;Créteil (94000);3.0;2;71 m²;;2;7.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;3 300 €/an;;;
395 000 €;Bry-sur-Marne (94360);4.0;3;77 m²;;1;4.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;2 360 €/an;;D;D
225 000 €;Limeil-Brévannes (94450);3.0;2;69 m²;;3;3.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;1 926 €/an;;E;B
498 000 €;Choisy-le-Roi (94600);5.0;3;96 m²;;5;5.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;4 488 €/an;Sud-ouest;C;C
379 000 €;Joinville le Pont (94340);3.0;2;59 m²;22.0;1;6.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;1 320 €/an;Est;C;C
720 000 €;Vincennes (94300);4.0;2;80 m²;;2;5.0;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;3 130 €/an;Ouest;B;A
189 900 €;Orly (94310);2.0;1;40 m²;;2;3.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;1 692 €/an;Sud;B;B
221 000 €;Chennevières-sur-Marne (94430);3.0;2;62 m²;;3;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;12 €/an;;E;E
334 250 €;Vitry sur Seine (94400);4.0;3;75 m²;;1;4.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;;;D;A
235 000 €;Vitry-sur-Seine (94400);3.0;2;59 m²;;2;2.0;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;2 988 €/an;;G;G
290 000 €;Le Perreux-sur-Marne (94170);3.0;1;50 m²;32.0;4;4.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;2 320 €/an;;E;E
180 000 €;Alfortville (94140);1.0;1;28,5 m²;;3;3.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;E;B
145 000 €;Vitry-sur-Seine (94400);1.0;1;24,2 m²;15.0;9;9.0;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;1 945 €/an;Nord-est;E;E
493 000 €;Ivry-sur-Seine (94200);4.0;3;82 m²;;3ème;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;;Sud;;
215 000 €;Ivry-sur-Seine (94200);1.0;1;30 m²;;5;5.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;996 €/an;Nord-ouest;D;D
446 000 €;Sucy-en-Brie (94370);4.0;3;81 m²;;4;4.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;12 €/an;;B;B
235 000 €;Villejuif (94800);2.0;1;38 m²;;1;2.0;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;600 €/an;;D;A
496 000 €;Chevilly-Larue (94550);5.0;4;117 m²;;1;7.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;4 800 €/an;Sud-ouest;D;C
598 000 €;Gentilly (94250);7.0;2;121 m²;;3;3.0;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;3 993 €/an;;F;D
525 000 €;Alfortville (94140);4.0;3;71 m²;;4;5.0;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;2 800 €/an;;C;C
620 000 €;Saint Maur des Fosses (94100);5.0;3;92 m²;25.0;1;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 160 €/an;;B;B
425 000 €;Maisons-Alfort (94700);4.0;3;87,1 m²;;1er;;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;;;D;C
749 000 €;Paris 20ème (75020);4.0;3;103 m²;;12;13.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;4 592 €/an;;C;C
530 000 €;Ivry-sur-Seine (94200);5.0;3;92 m²;29.0;2;4.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;3 396 €/an;;C;C
755 000 €;Gentilly (94250);5.0;4;111 m²;38.0;5;5.0;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;5 076 €/an;;C;B
349 000 €;Saint-Maur-des-Fossés (94210);4.0;2;72 m²;;1;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;5 969,08 €/an;Sud;E;E
319 000 €;Vitry sur Seine (94400);4.0;3;78 m²;21.0;2;8.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 055 €/an;Est;C;C
815 000 €;Le Perreux-sur-Marne (94170);7.0;5;122,1 m²;28.4;2;2.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 308 €/an;Ouest;C;C
209 000 €;Creteil (94000);2.0;1;52 m²;;2;6.0;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;2 548 €/an;Nord;C;B
349 000 €;Maisons-Alfort (94700);3.0;2;57 m²;;2;2.0;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;2 320 €/an;;D;D
165 200 €;Bagnolet (93170);2.0;1;29 m²;;2ème;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;840 €/an;Sud-ouest;G;G
326 000 €;Vitry-sur-Seine (94400);5.0;4;107 m²;;1;12.0;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;3 972 €/an;;D;C
990 000 €;Saint-Maur-des-Fossés (94210);4.0;3;106 m²;;3;3.0;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;6 678,96 €/an;Sud;D;E
580 000 €;Alfortville (94140);5.0;4;117 m²;;4;4.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;3 244 €/an;;C;A
330 000 €;Ivry-sur-Seine (94200);3.0;2;61 m²;;1;8.0;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;2 100 €/an;;C;C
199 900 €;Ivry-sur-Seine (94200);2.0;1;44 m²;;2;2.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 090,36 €/an;;G;C
185 000 €;Maisons Alfort (94700);1.0;1;25 m²;;1;5.0;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;1 476 €/an;Sud;D;D
312 000 €;Sucy-en-Brie (94370);6.0;5;125 m²;22.0;6;7.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;8 328,08 €/an;;F;F
313 000 €;Gentilly (94250);3.0;1;48 m²;13.0;2;2.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 280 €/an;;E;C
174 900 €;Villeneuve-Saint-Georges (94190);4.0;3;82 m²;;3;4.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;3 240 €/an;;D;C
330 000 €;Joinville-le-Pont (94340);2.0;1;41 m²;25.0;6;6.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 035,96 €/an;;C;C
219 000 €;Champigny-sur-Marne (94500);4.0;3;64 m²;;4;4.0;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 348 €/an;Sud;E;C
298 000 €;Créteil (94000);3.0;2;63 m²;27.0;1;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 400 €/an;;C;B
193 000 €;Boissy-Saint-Léger (94470);2.0;1;43 m²;;1;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;1 920 €/an;;C;C
730 000 €;Le Kremlin-Bicêtre (94270);4.0;3;110 m²;;3;3.0;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;3 366 €/an;Sud-ouest;C;C
277 000 €;Gentilly (94250);2.0;1;42 m²;15.8;1;4.0;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;2 352 €/an;;;
258 000 €;Maisons-Alfort (94700);2.0;1;42 m²;;1;4.0;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;1 820 €/an;Sud;D;B
205 000 €;Chevilly-Larue (94550);2.0;1;51 m²;22.0;10;13.0;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;2 400 €/an;;C;B
399 000 €;Vincennes (94300);2.0;1;55 m²;;2;7.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 475 €/an;;F;C
390 000 €;Bry-sur-Marne (94360);4.0;3;77 m²;;4;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;12 €/an;;D;D
258 000 €;Fresnes (94260);3.0;2;60 m²;;1;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;2 531,04 €/an;;C;C
315 000 €;Ivry-sur-Seine (94200);3.0;2;68 m²;19.0;9;18.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;2 982,60 €/an;Sud;D;D
960 000 €;Nogent-sur-Marne (94130);6.0;4;141 m²;;1;2.0;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;4 428 €/an;;C;A
268 500 €;Ablon-sur-Seine (94480);4.0;3;78 m²;;1;2.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;4 800 €/an;;E;E
262 000 €;Chennevières-sur-Marne (94430);3.0;2;57 m²;;3;4.0;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;3 317,04 €/an;;E;E
585 000 €;Alfortville (94140);4.0;3;102,7 m²;;4;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;3 990 €/an;Sud;E;B
360 000 €;Alfortville (94140);3.0;2;63 m²;;4;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 451 €/an;Est;C;A
196 000 €;Rungis (94150);3.0;2;56 m²;;3;4.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 472 €/an;Sud-ouest;D;E
249 000 €;Maisons-Alfort (94700);2.0;1;38 m²;;2;3.0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 440 €/an;;C;C
1 082 000 €;Maisons-Alfort (94700);5.0;4;125 m²;;4;4.0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Sud-ouest;D;D
285 000 €;Limeil-Brévannes (94450);4.0;3;72 m²;;2;6.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;4 104,04 €/an;Ouest;C;C
195 000 €;Chennevières-sur-Marne (94430);4.0;3;78 m²;36.0;1;5.0;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;5 143,20 €/an;;E;E
449 000 €;Saint-Maur-des-Fossés (94210);3.0;2;79 m²;;4;5.0;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;1 976 €/an;;E;C
187 000 €;Champigny-sur-Marne (94500);3.0;2;53 m²;;4;4.0;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;2 160 €/an;;G;G
410 000 €;Maisons-Alfort (94700);5.0;3;98 m²;31.0;7;7.0;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Non;6 000 €/an;;E;E
234 500 €;Vitry sur Seine (94400);4.0;3;64 m²;17.0;2;4.0;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 336 €/an;Est;E;E
270 000 €;Villiers-sur-Marne (94350);3.0;2;71 m²;;2;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;1 769,12 €/an;;C;A
430 000 €;Le Kremlin-Bicêtre (94270);3.0;2;58,2 m²;22.1;6ème;;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;;;C;C
210 000 €;Choisy le Roi (94600);5.0;3;81,9 m²;28.2;1;3.0;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;4 836 €/an;Sud;E;D
180 000 €;Sucy-en-Brie (94370);5.0;4;83 m²;;3;4.0;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;3 600 €/an;;E;C
279 000 €;Le Plessis-Trévise (94420);3.0;2;75 m²;;1;5.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 600 €/an;;B;A
154 000 €;Valenton (94460);3.0;2;64 m²;;3;4.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 580 €/an;;D;D
410 000 €;Nogent-sur-Marne (94130);3.0;2;69 m²;;1;4.0;Oui;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;3 132 €/an;;C;C
530 000 €;Saint Maur des Fosses (94210);3.0;2;82 m²;24.0;2;5.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;5 436 €/an;;C;B
197 000 €;Fresnes (94260);3.0;1;51 m²;25.0;2;4.0;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;2 460 €/an;Sud;E;D
145 000 €;Champigny-sur-Marne (94500);2.0;1;27 m²;;3;3.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;920 €/an;;E;E
465 000 €;Cachan (94230);3.0;2;80 m²;;2;2.0;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;540 €/an;;E;B
620 000 €;Maisons-Alfort (94700);6.0;4;114 m²;;3;5.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 950 €/an;Ouest;E;E
169 000 €;Thiais (94320);2.0;1;43 m²;18.0;2;9.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;1 650 €/an;Sud;C;C
629 000 €;Nogent-sur-Marne (94130);3.0;2;83 m²;28.0;4;4.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;3 200 €/an;;D;C
483 000 €;Nogent-sur-Marne (94130);3.0;2;75 m²;22.0;4;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;5 372 €/an;Ouest;F;F
570 000 €;Le Perreux-sur-Marne (94170);5.0;2;95 m²;24.0;3;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;3 600 €/an;;D;D
182 000 €;Chennevières-sur-Marne (94430);3.0;2;66 m²;;2;5.0;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;3 296 €/an;;E;B
512 000 €;Nogent-sur-Marne (94130);3.0;2;75 m²;;2;5.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;4 934,56 €/an;Sud-ouest;F;F
309 000 €;Villiers-sur-Marne (94350);4.0;1;72 m²;;1er;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;;C;A
290 000 €;Maisons-Alfort (94700);2.0;1;42 m²;;3;5.0;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;1 188 €/an;Sud;C;A
176 750 €;Vitry sur Seine (94400);2.0;1;40 m²;;3;5.0;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;2 708 €/an;Sud;F;F
279 000 €;Maisons-Alfort (94700);2.0;1;49 m²;;3;7.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;960 €/an;Sud;E;B
260 000 €;Saint-Maurice (94410);3.0;2;54 m²;16.0;9;9.0;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;3 136 €/an;;F;F
390 000 €;Alfortville (94140);3.0;2;67 m²;22.0;1;3.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;1 908 €/an;;C;C
380 000 €;Vitry-sur-Seine (94400);4.0;3;81 m²;26.0;7;8.0;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Oui;3 200 €/an;;C;C
290 000 €;Créteil (94000);4.0;3;77,2 m²;32.0;4;5.0;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;4 296 €/an;;;
435 000 €;Maisons-Alfort (94700);3.0;2;61 m²;;2;3.0;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;2 440 €/an;;C;C
355 000 €;Paris 18ème (75018);3.0;2;47 m²;22.4;2;5.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;1 332 €/an;Ouest;F;C
450 000 €;Le Perreux-sur-Marne (94170);4.0;3;107 m²;34.0;4;4.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;7 560 €/an;Ouest;E;E
224 000 €;Limeil-Brévannes (94450);3.0;2;62 m²;;5;6.0;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;12 €/an;;B;B
260 000 €;Fontenay-sous-Bois (94120);2.0;1;42 m²;;2;3.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;1 920 €/an;;C;C
420 000 €;Nogent-sur-Marne (94130);3.0;2;68 m²;23.0;3;5.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;2 040 €/an;Ouest;C;A
235 000 €;Ivry-sur-Seine (94200);2.0;1;38 m²;15.0;5;6.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;2 376 €/an;Sud;C;C
500 000 €;Maisons-Alfort (94700);3.0;2;69 m²;22.0;4;6.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;2 128 €/an;Sud;C;A
219 000 €;Villeneuve-le-Roi (94290);4.0;3;72 m²;;1;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;120 €/an;;D;B
270 000 €;Sucy en Brie (94370);4.0;3;69 m²;37.0;3;4.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;3 526 €/an;Ouest;D;A
349 000 €;Fontenay-sous-Bois (94120);3.0;2;70 m²;;3;6.0;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;3 000 €/an;;D;C
276 000 €;Alfortville (94140);2.0;1;48 m²;;1;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;1 300 €/an;Sud;C;D
337 000 €;Vincennes (94300);2.0;1;34,2 m²;;2;2.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;;F;F
237 500 €;Choisy-le-Roi (94600);4.0;3;74 m²;;3;5.0;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;2 612 €/an;Sud;C;C
198 000 €;Le Perreux-sur-Marne (94170);2.0;1;32 m²;;3;4.0;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;1 000 €/an;;D;A
149 000 €;L'Hay-les-Roses (94240);1.0;1;27 m²;16.0;1;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;137 €/an;;E;B
189 000 €;Villeneuve-le-Roi (94290);2.0;1;44,8 m²;24.0;1;2.0;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Oui;1 656,33 €/an;;D;D
439 000 €;Maisons-Alfort (94700);3.0;2;61,7 m²;21.0;4;5.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;2 280 €/an;Sud-ouest;B;A
550 000 €;Charenton-le-Pont (94220);3.0;2;71 m²;22.0;1er;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;;;D;B
449 000 €;Alfortville (94140);4.0;3;78 m²;;2;3.0;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;2 927 €/an;;E;B
455 000 €;Créteil (94000);4.0;3;98 m²;;6;6.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;4 424,04 €/an;;D;D
